Name,Type,Breed,Breed_Corrected,Color,Color_Corrected,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
*DANA,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BROWN/BLACK,BROWN,Spayed,MED,3/20/2021,K21-039452,DA04,A406041,8/26/2021,9/1/2021,6,ADOPTION RETURN,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,OUT OF COUNTY,OUT OF COUNTY,93460,"93460(34.61579, -120.083135)",1,7505
*YOSHI,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,SMALL,5/16/2021,K23-044434,CA02,A416839,4/19/2023,6/20/2023,62,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95409,"95409(38.46382, -122.67058)",1,26080
NINA,DOG,PIT BULL,PIT BULL,WHITE/BLUE,WHITE,Spayed,LARGE,6/17/2014,K22-041668,DA41,A412061,6/17/2022,11/16/2022,152,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*ST JOHN,CAT,DOMESTIC SH,DOMESTIC SH,GRAY/WHITE,GRAY,Neutered,SMALL,5/25/2022,K23-044824,CA02,A417786,5/25/2023,7/1/2023,37,STRAY,OVER THE COUNTER,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
*SNIP,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,4/16/2022,K22-042001,WESTFARM,A412486,7/16/2022,8/19/2022,34,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*LOCKET,CAT,DOMESTIC SH,DOMESTIC SH,BLK TABBY,BLK TABBY,Neutered,KITTN,4/12/2023,K23-044625,LOBBY,A417376,5/10/2023,7/22/2023,73,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*KEANU,DOG,GERM SHEPHERD/ALASKAN HUSKY,GERM SHEPHERD,BLACK/WHITE,BLACK,Neutered,MED,1/18/2018,K20-035112,DA38,A395671,1/18/2020,3/4/2020,46,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*PIPPA,DOG,ENG FOXHOUND/MIX,ENG FOXHOUND,WHITE/BROWN,WHITE,Spayed,MED,9/3/2019,K21-039161,DA42,A406045,7/27/2021,9/11/2021,46,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95465,"95465(38.4062, -122.947145)",1,31039
*SHINE,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,KITTN,12/2/2022,K23-043916,LOBBY,A415795,2/22/2023,3/18/2023,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*DUSTY,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Neutered,KITTN,4/23/2023,K23-045132,LOBBY,A418547,6/23/2023,7/22/2023,29,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*GIMLI,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,SMALL,4/27/2022,K22-043136,CA03,A414162,11/15/2022,1/31/2023,77,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
LANDO,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,SMALL,1/19/2019,K21-037730,CS05,A402164,1/21/2021,2/17/2021,27,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*FRANKIE,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BROWN/TAN,BROWN,Neutered,SMALL,3/12/2023,K23-044945,DA27,A418059,6/6/2023,7/6/2023,30,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*DAISY,DOG,PIT BULL/LABRADOR RETR,PIT BULL,BLACK,BLACK,Spayed,SMALL,5/8/2020,K21-038226,DA12,A402020,4/8/2021,4/14/2021,6,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*NOLAN,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK/TAN,BLACK,Neutered,LARGE,6/28/2021,K22-043133,DA15,A414153,11/15/2022,2/11/2023,88,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*COTATI,94931,"94931(38.3260186, -122.706422)",1,1832
*KEVIN,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,12/21/2019,K20-035422,LOBBY,A396309,2/20/2020,2/27/2020,7,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95835,"95835(38.6750606, -121.5301017)",1,354
*JOEL,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,TRICOLOR,TRICOLOR,Neutered,PUPPY,5/8/2021,K21-039191,DA44,A406093,7/30/2021,9/1/2021,33,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
*PAPITO,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,BLACK/WHITE,BLACK,Neutered,LARGE,6/9/2019,K20-037384,DA02,A401486,11/19/2020,1/8/2021,50,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*ARTHUR,CAT,ABYSSINIAN/MIX,ABYSSINIAN,BRN TIGER/WHITE,BRN TIGER,Neutered,SMALL,9/29/2016,K20-036552,WESTFARM,A400100,8/24/2020,10/16/2020,53,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.613965, -122.869825)",1,31016
*JOHNNY,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,1/28/2021,K21-038364,WESTFARM,A404078,4/27/2021,5/20/2021,23,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*NUGGET,DOG,CHIHUAHUA SH,CHIHUAHUA SH,FAWN,FAWN,Neutered,SMALL,4/10/2017,K21-038151,DA01,A403375,3/29/2021,6/10/2021,73,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*JAVA,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Spayed,KITTN,6/27/2022,K22-042621,CA02,A413400,9/27/2022,10/21/2022,24,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*TACITO,DOG,CHIHUAHUA SH,CHIHUAHUA SH,TAN,TAN,Neutered,SMALL,1/16/2021,K21-039242,DA01,A406025,8/5/2021,11/18/2021,105,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95421,"95421(38.5325498, -123.0878063)",1,23498
*SHANIA,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/CALICO,WHITE,Spayed,KITTN,7/17/2020,K20-037359,CS04,A401437,11/17/2020,11/25/2020,8,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94132,"94132(37.71609, -122.469375)",1,64
BENGY,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,WHITE/GRAY,WHITE,Neutered,MED,5/17/2018,K21-040142,DA37,A407860,11/16/2021,7/19/2022,245,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94572,"94572(38.03316, -122.265605)",1,892
*PATRICK,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,7/28/2020,K20-036880,WESTFARM,A400655,9/28/2020,10/24/2020,26,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,PENDING,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*LEAH,CAT,DOMESTIC SH,DOMESTIC SH,TORTIE,TORTIE,Spayed,SMALL,3/15/2019,K20-036611,WESTFARM,A400205,9/1/2020,10/7/2020,36,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
*LILY,CAT,SIAMESE,SIAMESE,LILAC PT,LILAC PT,Spayed,SMALL,3/17/2022,K23-045082,CS05,A418404,6/17/2023,7/1/2023,14,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*ELLIE,DOG,ST BERNARD RGH/MIX,ST BERNARD RGH,WHITE/BROWN,WHITE,Spayed,SMALL,9/26/2020,K21-038137,DA39,A403332,3/26/2021,4/16/2021,21,STRAY,PHONE,ADOPTION,REFERRAL-O,UNKNOWN,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
*BITSY,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,KITTN,7/25/2021,K21-039736,LOBBY,A406915,9/25/2021,12/9/2021,75,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
GINGER,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Neutered,KITTN,4/20/2020,K20-035892,WESTFARM,A397718,6/2/2020,7/28/2020,56,STRAY,PHONE,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*PORSCHE,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Spayed,KITTN,11/25/2020,K21-037773,CA03,A402235,1/25/2021,2/18/2021,24,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94574,"94574(38.504115, -122.4727)",1,1166
*TANK,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY,GRAY TABBY,Neutered,KITTN,4/1/2021,K21-038747,CA03,A405242,6/7/2021,6/17/2021,10,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*OWEN,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY,GRAY TABBY,Neutered,KITTN,5/14/2021,K21-039051,CA03,A405860,7/14/2021,8/3/2021,20,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*MONICA,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Spayed,KITTN,7/10/2020,K20-036559,WESTFARM,A400112,9/3/2020,9/16/2020,13,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,WESTFARM,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*DANNY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/BLACK,BRN TABBY,Neutered,KITTN,4/19/2021,K21-038710,WESTFARM,A405194,6/4/2021,7/13/2021,39,STRAY,PHONE,ADOPTION,WESTFARM,UNKNOWN,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
JANELLE WANG,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,SMALL,6/1/2017,K20-035884,WESTFARM,A397698,6/1/2020,8/27/2020,87,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
OSO,DOG,PAPILLON/BRITTANY,PAPILLON,WHITE/BROWN,WHITE,Neutered,SMALL,12/13/2019,K23-043609,DA43,A414202,1/13/2023,2/11/2023,29,CONFISCATE,FLD_ARREST,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*OWEN,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,7/1/2022,K22-042409,LOBBY,A413090,8/31/2022,9/27/2022,27,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
BUDDY,DOG,BEAGLE/MIX,BEAGLE,BROWN/WHITE,BROWN,Neutered,MED,9/4/2018,K20-035364,DA02,A396213,2/16/2020,3/7/2020,20,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,,94561,"94561(37.9938725, -121.7159807)",1,883
*BANANA,OTHER,RABBIT SH,RABBIT SH,BROWN,BROWN,Spayed,SMALL,,K21-039078,CS06,A405909,7/17/2021,11/27/2021,133,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
*GRAVY,OTHER,GUINEA PIG,GUINEA PIG,AGOUTI,AGOUTI,Male,SMALL,11/22/2020,K22-042591,LOBBY,A413363,9/22/2022,11/26/2022,65,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
LUIGI,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Neutered,SMALL,4/12/2022,K22-043117,WESTFARM,A414129,11/12/2022,12/10/2022,28,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
,DOG,LABRADOR RETR/PIT BULL,LABRADOR RETR,YELLOW/WHITE,YELLOW,Male,PUPPY,2/14/2021,K21-039025,FOSTER,A405817,7/12/2021,7/24/2021,12,STRAY,FIELD,ADOPTION,REFERRAL-O,UNKNOWN,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,94574,"94574(38.504115, -122.4727)",1,1166
*DILLON,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Neutered,KITTN,1/9/2020,K20-036167,CS05,A398824,7/9/2020,8/7/2020,29,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,COUNTY,*SONOMA,95476,"95476(38.288405, -122.464525)",1,31040
*ALFIE,CAT,DOMESTIC MH,DOMESTIC MH,WHITE/BLACK,WHITE,Neutered,KITTN,3/27/2021,K21-039456,WESTFARM,A406483,8/27/2021,10/1/2021,35,STRAY,FIELD,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*OTTER,DOG,DACHSHUND/POODLE MIN,DACHSHUND,TAN,TAN,Neutered,PUPPY,5/14/2023,K23-045366,CS04,A418981,7/12/2023,8/4/2023,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
,OTHER,PIG,PIG,GRAY,GRAY,Unknown,SMALL,,K22-042806,AUC YARD,A413675,10/14/2022,11/4/2022,21,STRAY,FIELD,ADOPTION,SPEC EVENT,UNKNOWN,PENDING,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)",1,11138
ACHILLES,DOG,PIT BULL,PIT BULL,TAN/WHITE,TAN,Neutered,MED,5/20/2020,K21-038423,DA34,A404326,5/4/2021,7/9/2021,66,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1,31039
CAYDE,CAT,DOMESTIC SH,DOMESTIC SH,GRAY/WHITE,GRAY,Neutered,KITTN,5/9/2022,K22-042194,LOBBY,A412786,8/9/2022,8/20/2022,11,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
,OTHER,SHEEP,SHEEP,WHITE,WHITE,Female,MED,,K23-044256,LS02,A416464,4/1/2023,5/16/2023,45,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
SHILO,DOG,AUST CATTLE DOG,AUST CATTLE DOG,BLUE MERLE/BLACK,BLUE MERLE,Spayed,MED,6/10/2022,K23-043514,DA38,A414749,1/5/2023,1/31/2023,26,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*WILLOW,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,SMALL,11/30/2020,K21-039849,WESTFARM,A407077,10/7/2021,12/4/2021,58,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
SHILO,DOG,AUST CATTLE DOG,AUST CATTLE DOG,BLUE MERLE/BLACK,BLUE MERLE,Spayed,MED,6/10/2022,K23-043760,DA48,A414749,2/2/2023,2/9/2023,7,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,95461,"95461(38.75242, -122.619865)",1,31028
*SUNNY,DOG,AUST CATTLE DOG/MIX,AUST CATTLE DOG,TRICOLOR,TRICOLOR,Spayed,MED,7/25/2022,K23-044483,RECEIVING,A416963,4/25/2023,7/5/2023,71,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
,OTHER,PIG,PIG,GRAY,GRAY,Unknown,SMALL,,K22-042808,AUC YARD,A413677,10/14/2022,10/31/2022,17,STRAY,FIELD,ADOPTION,SPEC EVENT,UNKNOWN,PENDING,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)",1,11138
*MOLLY,CAT,SIAMESE,SIAMESE,SEAL PT,SEAL PT,Spayed,SMALL,10/8/2016,K21-039876,SMM,A407120,10/8/2021,11/24/2021,47,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,*WINDSOR,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
*LYNX,CAT,DOMESTIC SH,DOMESTIC SH,LYNX PT,LYNX PT,Neutered,KITTN,4/21/2023,K23-045116,WESTFARM,A418482,6/21/2023,7/18/2023,27,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
LUNA,DOG,PIT BULL,PIT BULL,GRAY/WHITE,GRAY,Spayed,MED,2/23/2017,K23-043641,DA19,A415037,1/19/2023,3/17/2023,57,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,OUT OF COUNTY,95549,"95549(40.72255000000007, -123.95453549999996)",1,19641
,OTHER,SHEEP,SHEEP,WHITE/GRAY,WHITE,Female,MED,,K22-041124,LS01,A411002,4/15/2022,5/27/2022,42,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,95650,"95650(38.82513, -121.194215)",1,20484
MIA,DOG,YORKSHIRE TERR,YORKSHIRE TERR,BROWN/GRAY,BROWN,Spayed,TOY,6/19/2013,K22-043312,DA38,A302541,12/9/2022,1/11/2023,33,QUARANTINE,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,95451,"95451(38.9769509, -122.8339173)",1,31019
*BULLSEYE,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,6/27/2022,K22-042622,LOBBY,A413401,9/27/2022,10/15/2022,18,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
*JOLEEN,CAT,DOMESTIC SH,DOMESTIC SH,BLK SMOKE,BLK SMOKE,Spayed,KITTN,2/18/2021,K21-038119,CA03,A403267,3/25/2021,4/21/2021,27,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*NICK,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Neutered,KITTN,6/30/2020,K20-036560,WESTFARM,A400113,9/3/2020,9/11/2020,8,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,WESTFARM,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*CUPID,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,SMALL,2/18/2021,K23-043898,CS05,A415731,2/18/2023,3/11/2023,21,STRAY,OVER THE COUNTER,ADOPTION,FINDER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,95618,"95618(38.55721, -121.712845)",1,20049
*BABY HAM,DOG,CHIHUAHUA SH/MIX,CHIHUAHUA SH,CREAM,CREAM,Neutered,SMALL,12/13/2022,K23-044264,DA43,A416474,4/1/2023,5/2/2023,31,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95419,"95419(38.4256952, -122.9622732)",1,31032
*MANNY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,SMALL,4/10/2020,K20-036065,WESTFARM,A398145,6/24/2020,7/28/2020,34,QUARANTINE,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*KIRBY,DOG,LABRADOR RETR/MIX,LABRADOR RETR,TAN/WHITE,TAN,Spayed,PUPPY,11/9/2022,K23-043946,DA39,A415903,2/28/2023,3/10/2023,10,STRAY,FIELD,ADOPTION,FINDER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*JOEY,CAT,DOMESTIC SH,DOMESTIC SH,GRAY/WHITE,GRAY,Neutered,KITTN,5/9/2022,K22-042195,WESTFARM,A412787,8/9/2022,9/15/2022,37,STRAY,PHONE,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*RUSSELL,DOG,PIT BULL/MIX,PIT BULL,BLACK/WHITE,BLACK,Neutered,LARGE,7/24/2019,K21-038902,DA39,A405590,6/25/2021,11/6/2021,134,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*MANGO,DOG,SIBERIAN HUSKY/MIX,SIBERIAN HUSKY,TAN/WHITE,TAN,Neutered,LARGE,12/14/2020,K22-041473,DA10,A411746,5/27/2022,7/2/2022,36,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95677,"95677(38.79016, -121.234595)",1,20883
*LUKE,DOG,CHIHUAHUA SH,CHIHUAHUA SH,CREAM,CREAM,Neutered,TOY,5/11/2019,K20-035442,DA01,A396376,2/23/2020,3/17/2020,23,STRAY,FIELD,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*JOHNNY,CAT,DOMESTIC MH,DOMESTIC MH,ORG TABBY,ORG TABBY,Neutered,KITTN,8/7/2020,K20-037008,WESTFARM,A400853,10/7/2020,10/24/2020,17,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
SPOT,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/BLACK,WHITE,Neutered,SMALL,1/17/2022,K23-044038,CA02,A414511,3/7/2023,3/22/2023,15,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*ZIPPY,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BLACK/TAN,BLACK,Spayed,SMALL,4/30/2020,K21-038285,DA37,A403805,4/18/2021,6/9/2021,52,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*WILLIAM,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,5/29/2020,K20-036848,CA02,A400626,9/28/2020,12/8/2020,71,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95436,"95436(38.47872000000007, -122.890155)",1,23747
GIZMO,CAT,DOMESTIC MH,DOMESTIC MH,GRAY/WHITE,GRAY,Neutered,KITTN,5/4/2021,K21-038717,LOBBY,A405201,6/4/2021,7/13/2021,39,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
